PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN,localidad,latitud,longitud
ALLSKY_SFC_UVA,2022,1.26,1.13,1.12,1.11,1.25,1.14,1.17,1.22,1.22,1.37,1.2,1.3,1.21,Antonio Nari̱o,4.60971,-74.08207
ALLSKY_SFC_UVA,2023,1.19,1.23,1.01,1.04,1.23,1.28,1.25,1.23,1.23,1.19,1.16,1.13,1.18,Antonio Nari̱o,4.60971,-74.08207
ALLSKY_SFC_UVA,2024,1.32,1.17,1.03,1.16,1.14,1.21,1.23,1.19,1.17,1.37,1.12,1.09,1.18,Antonio Nari̱o,4.60971,-74.08207
ALLSKY_SFC_UVB,2020,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,Antonio Nari̱o,4.60971,-74.08207
ALLSKY_SFC_UVB,2021,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Antonio Nari̱o,4.60971,-74.08207
ALLSKY_SFC_UVB,2022,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Antonio Nari̱o,4.60971,-74.08207
ALLSKY_SFC_UVB,2023,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Antonio Nari̱o,4.60971,-74.08207
ALLSKY_SFC_UVB,2024,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.04,Antonio Nari̱o,4.60971,-74.08207
ALLSKY_SFC_UV_INDEX,2020,2.49,2.54,2.08,2.21,2.37,2.32,2.3,2.19,2.46,2.22,2.08,2.33,2.3,Antonio Nari̱o,4.60971,-74.08207
ALLSKY_SFC_UV_INDEX,2021,2.58,2.42,2.09,2.3,2.6,2.42,2.35,2.38,2.56,2.36,2.54,2.3,2.41,Antonio Nari̱o,4.60971,-74.08207
ALLSKY_SFC_UV_INDEX,2022,2.45,2.23,2.28,2.39,2.54,2.12,2.14,2.2,2.18,2.49,2.12,2.3,2.29,Antonio Nari̱o,4.60971,-74.08207
ALLSKY_SFC_UV_INDEX,2023,2.13,2.3,1.94,1.94,2.32,2.36,2.34,2.29,2.26,2.2,2.2,2.26,2.21,Antonio Nari̱o,4.60971,-74.08207
ALLSKY_SFC_UV_INDEX,2024,2.59,2.43,2.1,2.4,2.23,2.25,2.21,2.09,2.06,2.47,1.99,1.91,2.23,Antonio Nari̱o,4.60971,-74.08207
ALLSKY_SRF_ALB,2020,0.15,0.15,0.12,0.14,0.17,0.16,0.17,0.14,0.16,0.15,0.15,0.17,0.15,Antonio Nari̱o,4.60971,-74.08207
ALLSKY_SRF_ALB,2021,0.17,0.15,0.16,0.15,0.17,0.17,0.16,0.16,0.16,0.16,0.17,0.17,0.16,Antonio Nari̱o,4.60971,-74.08207
ALLSKY_SRF_ALB,2022,0.17,0.16,0.14,0.13,0.15,0.13,0.12,0.15,0.16,0.18,0.16,0.16,0.15,Antonio Nari̱o,4.60971,-74.08207
ALLSKY_SRF_ALB,2023,0.15,0.14,0.14,0.14,0.16,0.15,0.16,0.14,0.14,0.16,0.15,0.13,0.15,Antonio Nari̱o,4.60971,-74.08207
ALLSKY_SRF_ALB,2024,0.14,0.14,0.12,0.14,0.11,0.16,0.15,0.14,0.13,0.17,0.14,0.12,0.14,Antonio Nari̱o,4.60971,-74.08207
CLOUD_AMT,2020,59.63,64.74,75.75,84.34,88.98,85.15,86.93,84.1,81.47,85.07,86.42,78.08,80.09,Antonio Nari̱o,4.60971,-74.08207
CLOUD_AMT,2021,69.19,87.65,91.94,88.43,87.28,84.13,82.52,88.7,78.65,83.76,74.35,77.62,82.83,Antonio Nari̱o,4.60971,-74.08207
CLOUD_AMT,2022,76.86,86.08,86.72,88.85,87.27,87.56,83.36,78.44,85.96,85.36,84.95,65.2,82.98,Antonio Nari̱o,4.60971,-74.08207
CLOUD_AMT,2023,72.7,67.43,88.12,89.21,84.55,81.83,82.83,78.58,76.9,86.76,82.61,74.48,80.58,Antonio Nari̱o,4.60971,-74.08207
CLOUD_AMT,2024,48.55,70.26,80.69,83.65,88.35,87.98,81.61,75.57,81.21,81.17,83.31,71.93,77.83,Antonio Nari̱o,4.60971,-74.08207
CLRSKY_SFC_PAR_TOT,2020,11.31,11.71,10.96,11.61,11.68,11.39,11.5,11.58,12.21,11.92,11.21,11.13,11.52,Antonio Nari̱o,4.60971,-74.08207
CLRSKY_SFC_PAR_TOT,2021,11.39,11.75,12.0,11.99,11.88,11.41,11.44,11.79,12.26,11.93,11.57,11.08,11.71,Antonio Nari̱o,4.60971,-74.08207
CLRSKY_SFC_PAR_TOT,2022,11.26,11.63,12.02,11.91,11.9,11.31,11.45,11.79,12.03,12.06,11.36,11.04,11.65,Antonio Nari̱o,4.60971,-74.08207
CLRSKY_SFC_PAR_TOT,2023,11.12,11.61,11.69,11.7,11.74,11.5,11.56,11.8,12.02,11.85,11.27,10.92,11.56,Antonio Nari̱o,4.60971,-74.08207
CLRSKY_SFC_PAR_TOT,2024,11.19,11.58,11.0,11.58,11.64,11.36,11.39,11.59,11.57,12.02,11.36,10.84,11.43,Antonio Nari̱o,4.60971,-74.08207
CLRSKY_SFC_SW_DWN,2020,24.85,25.83,24.54,25.68,25.49,24.84,25.16,25.55,26.85,26.27,24.75,24.51,25.36,Antonio Nari̱o,4.60971,-74.08207
CLRSKY_SFC_SW_DWN,2021,25.2,25.99,26.58,26.38,25.87,24.94,25.1,25.89,26.87,26.09,25.17,24.13,25.68,Antonio Nari̱o,4.60971,-74.08207
CLRSKY_SFC_SW_DWN,2022,24.76,25.56,26.41,26.07,25.81,24.64,24.99,25.86,26.36,26.18,24.66,24.07,25.45,Antonio Nari̱o,4.60971,-74.08207
CLRSKY_SFC_SW_DWN,2023,24.42,25.54,25.73,25.64,25.45,24.99,25.13,25.89,26.36,25.83,24.5,23.73,25.27,Antonio Nari̱o,4.60971,-74.08207
CLRSKY_SFC_SW_DWN,2024,24.64,25.36,24.5,25.36,25.14,24.58,24.78,25.51,25.63,26.15,24.62,23.6,24.99,Antonio Nari̱o,4.60971,-74.08207
TOA_SW_DWN,2020,34.39,36.25,37.49,37.22,35.95,35.04,35.34,36.42,37.0,36.27,34.63,33.61,35.8,Antonio Nari̱o,4.60971,-74.08207
TOA_SW_DWN,2021,34.43,36.27,37.49,37.23,35.97,35.05,35.34,36.42,37.01,36.29,34.64,33.61,35.81,Antonio Nari̱o,4.60971,-74.08207
TOA_SW_DWN,2022,34.42,36.27,37.5,37.26,36.0,35.07,35.35,36.42,37.02,36.32,34.67,33.62,35.82,Antonio Nari̱o,4.60971,-74.08207
TOA_SW_DWN,2023,34.42,36.27,37.51,37.28,36.01,35.08,35.34,36.42,37.04,36.34,34.69,33.63,35.83,Antonio Nari̱o,4.60971,-74.08207
TOA_SW_DWN,2024,34.42,36.28,37.52,37.25,35.98,35.07,35.37,36.44,37.05,36.3,34.65,33.63,35.83,Antonio Nari̱o,4.60971,-74.08207
IMERG_PRECTOT,2020,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Barrios Unidos,4.6989,-74.07075
IMERG_PRECTOT,2021,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Barrios Unidos,4.6989,-74.07075
IMERG_PRECTOT,2022,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Barrios Unidos,4.6989,-74.07075
IMERG_PRECTOT,2023,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Barrios Unidos,4.6989,-74.07075
IMERG_PRECTOT,2024,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Barrios Unidos,4.6989,-74.07075
PRECTOTCORR,2020,0.76,4.57,3.42,5.2,4.54,10.42,6.62,3.91,3.98,1.96,2.37,3.68,4.27,Barrios Unidos,4.6989,-74.07075
PRECTOTCORR,2021,3.39,3.51,4.26,5.89,1.74,6.56,1.86,2.29,4.83,3.11,2.88,2.11,3.52,Barrios Unidos,4.6989,-74.07075
PRECTOTCORR,2022,1.85,4.7,6.45,8.67,10.29,6.91,7.36,5.24,4.5,8.15,5.97,2.28,6.04,Barrios Unidos,4.6989,-74.07075
PRECTOTCORR,2023,5.85,1.93,5.33,7.27,7.13,5.06,4.88,4.25,4.65,6.48,5.67,4.32,5.26,Barrios Unidos,4.6989,-74.07075
PRECTOTCORR,2024,0.62,2.34,2.58,7.44,11.99,8.27,4.15,1.92,2.87,5.74,6.53,5.08,4.96,Barrios Unidos,4.6989,-74.07075
PRECTOTCORR_SUM,2020,23.51,132.39,106.01,156.11,140.88,312.54,205.21,121.34,119.27,60.73,71.11,113.99,1563.09,Barrios Unidos,4.6989,-74.07075
PRECTOTCORR_SUM,2021,105.14,98.38,132.12,176.72,53.85,196.89,57.61,71.11,145.0,96.44,86.48,65.48,1285.22,Barrios Unidos,4.6989,-74.07075
PRECTOTCORR_SUM,2022,57.49,131.69,199.88,260.12,319.0,207.29,228.31,162.59,135.09,252.6,179.19,70.75,2204.0,Barrios Unidos,4.6989,-74.07075
PRECTOTCORR_SUM,2023,181.32,54.03,165.16,218.01,220.91,151.78,151.41,131.76,139.46,200.76,170.2,133.78,1918.58,Barrios Unidos,4.6989,-74.07075
PRECTOTCORR_SUM,2024,19.18,67.75,80.08,223.34,371.83,247.96,128.74,59.62,85.99,178.05,195.92,157.62,1816.08,Barrios Unidos,4.6989,-74.07075
QV2M,2020,12.95,12.77,13.48,13.71,13.48,12.66,12.32,12.62,12.39,11.92,13.15,12.46,12.82,Barrios Unidos,4.6989,-74.07075
QV2M,2021,11.86,12.67,12.83,13.21,13.02,12.5,11.97,12.05,11.82,13.03,12.99,13.14,12.59,Barrios Unidos,4.6989,-74.07075
QV2M,2022,11.98,12.49,13.3,13.3,13.13,12.68,12.48,12.11,12.55,13.18,13.54,12.71,12.79,Barrios Unidos,4.6989,-74.07075
QV2M,2023,12.33,12.63,13.49,13.54,13.72,12.66,12.76,12.45,12.79,13.55,13.59,13.75,13.11,Barrios Unidos,4.6989,-74.07075
QV2M,2024,12.42,13.49,13.54,13.67,14.32,13.51,13.01,12.39,12.52,13.1,13.66,13.68,13.27,Barrios Unidos,4.6989,-74.07075
RH2M,2020,79.68,76.77,80.22,79.98,78.76,79.16,78.15,77.94,76.04,72.36,81.53,74.79,77.94,Barrios Unidos,4.6989,-74.07075
RH2M,2021,73.39,74.45,79.49,79.32,78.49,79.13,75.01,73.34,72.27,76.91,77.9,76.74,76.38,Barrios Unidos,4.6989,-74.07075
RH2M,2022,71.83,75.21,81.54,81.47,80.97,81.94,79.52,77.79,78.1,83.25,87.01,82.2,80.09,Barrios Unidos,4.6989,-74.07075
RH2M,2023,82.16,78.37,84.32,83.93,81.59,79.4,78.49,76.52,75.41,80.4,81.35,80.68,80.24,Barrios Unidos,4.6989,-74.07075
RH2M,2024,71.83,74.4,71.98,76.39,82.57,81.56,80.19,75.88,73.35,77.96,84.71,82.06,77.74,Barrios Unidos,4.6989,-74.07075
GWETPROF,2020,0.73,0.68,0.68,0.68,0.69,0.74,0.75,0.72,0.71,0.65,0.63,0.59,0.69,Barrios Unidos,4.6989,-74.07075
GWETPROF,2021,0.62,0.6,0.61,0.64,0.63,0.63,0.63,0.59,0.57,0.56,0.56,0.54,0.6,Barrios Unidos,4.6989,-74.07075
GWETPROF,2022,0.51,0.51,0.58,0.65,0.74,0.79,0.79,0.8,0.76,0.78,0.83,0.81,0.71,Barrios Unidos,4.6989,-74.07075
GWETPROF,2023,0.8,0.76,0.76,0.8,0.82,0.82,0.8,0.75,0.71,0.72,0.75,0.72,0.77,Barrios Unidos,4.6989,-74.07075
GWETPROF,2024,0.68,0.61,0.56,0.58,0.71,0.79,0.8,0.73,0.65,0.65,0.7,0.7,0.68,Barrios Unidos,4.6989,-74.07075
GWETROOT,2020,0.66,0.62,0.63,0.63,0.64,0.72,0.71,0.67,0.66,0.59,0.59,0.54,0.64,Barrios Unidos,4.6989,-74.07075
GWETROOT,2021,0.58,0.56,0.57,0.61,0.57,0.6,0.57,0.54,0.54,0.52,0.53,0.5,0.56,Barrios Unidos,4.6989,-74.07075
GWETROOT,2022,0.48,0.49,0.57,0.62,0.71,0.75,0.74,0.75,0.7,0.74,0.78,0.74,0.67,Barrios Unidos,4.6989,-74.07075
GWETROOT,2023,0.74,0.69,0.71,0.74,0.76,0.76,0.74,0.69,0.65,0.68,0.71,0.66,0.71,Barrios Unidos,4.6989,-74.07075
GWETROOT,2024,0.61,0.56,0.51,0.56,0.7,0.75,0.74,0.66,0.59,0.61,0.67,0.65,0.63,Barrios Unidos,4.6989,-74.07075
GWETTOP,2020,0.67,0.64,0.65,0.66,0.65,0.73,0.71,0.68,0.67,0.6,0.61,0.57,0.65,Barrios Unidos,4.6989,-74.07075
GWETTOP,2021,0.61,0.58,0.6,0.64,0.59,0.64,0.59,0.56,0.56,0.55,0.55,0.53,0.58,Barrios Unidos,4.6989,-74.07075
GWETTOP,2022,0.5,0.53,0.61,0.66,0.73,0.75,0.74,0.75,0.71,0.74,0.77,0.74,0.69,Barrios Unidos,4.6989,-74.07075
GWETTOP,2023,0.75,0.7,0.72,0.75,0.76,0.76,0.74,0.7,0.66,0.7,0.72,0.68,0.72,Barrios Unidos,4.6989,-74.07075
GWETTOP,2024,0.61,0.58,0.53,0.61,0.72,0.75,0.74,0.67,0.61,0.64,0.69,0.67,0.65,Barrios Unidos,4.6989,-74.07075
ALLSKY_SFC_LW_DWN,2020,31.45,31.78,32.74,32.62,32.56,31.87,31.94,32.02,32.2,32.19,32.21,32.08,32.14,Barrios Unidos,4.6989,-74.07075
ALLSKY_SFC_LW_DWN,2021,31.83,33.35,33.06,32.29,32.28,31.9,31.94,32.09,31.99,32.28,31.96,32.3,32.27,Barrios Unidos,4.6989,-74.07075
ALLSKY_SFC_LW_DWN,2022,31.9,32.56,32.51,33.42,32.98,32.95,32.91,32.53,33.11,33.09,33.04,32.59,32.8,Barrios Unidos,4.6989,-74.07075
ALLSKY_SFC_LW_DWN,2023,32.45,32.87,33.71,33.32,33.15,32.73,33.16,33.11,33.52,33.66,33.53,33.61,33.24,Barrios Unidos,4.6989,-74.07075
ALLSKY_SFC_LW_DWN,2024,32.78,34.25,34.67,34.04,33.94,33.44,33.04,33.09,33.66,33.33,33.5,33.62,33.61,Barrios Unidos,4.6989,-74.07075
T2M,2020,18.85,19.27,19.38,19.68,19.65,18.53,18.29,18.79,18.95,19.17,18.61,19.32,19.04,Barrios Unidos,4.6989,-74.07075
T2M,2021,18.84,19.62,18.69,19.2,19.16,18.36,18.63,19.18,19.14,19.62,19.26,19.74,19.12,Barrios Unidos,4.6989,-74.07075
T2M,2022,19.45,19.29,18.86,18.88,18.72,17.94,18.19,18.12,18.67,18.32,17.98,18.0,18.53,Barrios Unidos,4.6989,-74.07075
T2M,2023,17.54,18.75,18.51,18.6,19.26,18.43,18.77,18.87,19.59,19.39,19.18,19.54,18.87,Barrios Unidos,4.6989,-74.07075
T2M,2024,20.02,20.72,21.39,20.54,19.73,19.02,18.71,18.97,19.77,19.45,18.59,19.18,19.67,Barrios Unidos,4.6989,-74.07075
T2MDEW,2020,14.76,14.47,15.39,15.67,15.42,14.43,14.01,14.38,14.09,13.49,15.07,14.2,14.61,Barrios Unidos,4.6989,-74.07075
T2MDEW,2021,13.4,14.46,14.67,15.09,14.92,14.26,13.64,13.72,13.41,14.92,14.87,15.04,14.37,Barrios Unidos,4.6989,-74.07075
T2MDEW,2022,13.6,14.2,15.19,15.18,14.99,14.45,14.2,13.75,14.27,15.05,15.5,14.47,14.57,Barrios Unidos,4.6989,-74.07075
T2MDEW,2023,13.99,14.34,15.44,15.48,15.67,14.43,14.57,14.12,14.57,15.44,15.49,15.72,14.94,Barrios Unidos,4.6989,-74.07075
T2MDEW,2024,14.12,15.45,15.51,15.61,16.34,15.43,14.87,14.12,14.27,14.94,15.61,15.64,15.16,Barrios Unidos,4.6989,-74.07075
T2MWET,2020,16.8,16.87,17.39,17.68,17.53,16.48,16.15,16.58,16.52,16.33,16.84,16.76,16.83,Barrios Unidos,4.6989,-74.07075
T2MWET,2021,16.12,17.04,16.68,17.15,17.04,16.31,16.13,16.45,16.28,17.27,17.06,17.39,16.74,Barrios Unidos,4.6989,-74.07075
T2MWET,2022,16.53,16.74,17.03,17.03,16.85,16.2,16.2,15.93,16.47,16.69,16.74,16.23,16.55,Barrios Unidos,4.6989,-74.07075
T2MWET,2023,15.77,16.55,16.98,17.04,17.47,16.43,16.67,16.5,17.08,17.41,17.33,17.63,16.91,Barrios Unidos,4.6989,-74.07075
T2MWET,2024,17.07,18.08,18.45,18.07,18.04,17.23,16.79,16.54,17.02,17.19,17.1,17.41,17.41,Barrios Unidos,4.6989,-74.07075
T2M_MAX,2020,26.58,27.51,26.82,26.58,26.27,25.02,24.53,26.09,26.73,26.6,24.77,26.92,27.51,Barrios Unidos,4.6989,-74.07075
T2M_MAX,2021,27.08,27.27,25.93,26.46,26.23,25.12,25.32,26.83,26.85,27.57,26.3,27.01,27.57,Barrios Unidos,4.6989,-74.07075
T2M_MAX,2022,28.56,27.9,25.86,26.24,25.8,24.11,24.54,25.18,25.53,24.88,24.74,24.76,28.56,Barrios Unidos,4.6989,-74.07075
T2M_MAX,2023,24.68,25.64,26.01,25.57,25.85,24.73,25.14,25.79,26.81,26.32,25.84,26.56,26.81,Barrios Unidos,4.6989,-74.07075
T2M_MAX,2024,27.96,28.88,29.36,29.24,26.51,24.96,24.91,26.01,27.34,26.84,25.61,26.08,29.36,Barrios Unidos,4.6989,-74.07075
T2M_MIN,2020,10.2,9.69,11.04,14.27,12.95,11.82,11.15,11.78,11.65,12.01,13.94,11.88,9.69,Barrios Unidos,4.6989,-74.07075
T2M_MIN,2021,10.89,14.18,14.33,12.93,13.22,10.87,11.48,12.24,11.98,13.49,13.88,14.6,10.87,Barrios Unidos,4.6989,-74.07075
T2M_MIN,2022,13.78,13.01,13.81,13.69,12.94,12.19,11.41,11.63,12.09,11.69,13.14,11.9,11.41,Barrios Unidos,4.6989,-74.07075
T2M_MIN,2023,9.61,10.98,13.12,13.04,12.88,12.03,12.17,10.74,11.72,12.14,13.28,13.31,9.61,Barrios Unidos,4.6989,-74.07075
T2M_MIN,2024,11.76,14.81,15.26,14.11,14.52,12.36,11.93,11.05,11.8,12.45,12.36,14.1,11.05,Barrios Unidos,4.6989,-74.07075
T2M_RANGE,2020,10.22,10.7,9.4,9.0,9.52,9.77,9.93,10.06,10.45,11.0,7.54,9.45,9.75,Barrios Unidos,4.6989,-74.07075
T2M_RANGE,2021,10.77,9.61,8.18,8.76,8.87,9.32,10.41,10.67,11.14,9.49,8.74,9.16,9.59,Barrios Unidos,4.6989,-74.07075
T2M_RANGE,2022,10.31,9.15,8.5,9.08,9.16,8.81,9.82,10.1,9.89,8.55,7.57,9.17,9.18,Barrios Unidos,4.6989,-74.07075
T2M_RANGE,2023,8.91,10.06,7.91,7.87,9.01,10.05,9.85,11.13,11.34,9.34,8.58,8.84,9.4,Barrios Unidos,4.6989,-74.07075
T2M_RANGE,2024,11.66,10.06,10.08,9.56,8.28,9.05,9.51,10.98,10.99,9.91,8.17,8.6,9.74,Barrios Unidos,4.6989,-74.07075
TS,2020,18.97,19.51,19.7,19.97,19.81,18.57,18.29,18.93,19.13,19.5,18.79,19.53,19.22,Barrios Unidos,4.6989,-74.07075
TS,2021,18.93,20.04,19.09,19.49,19.46,18.48,18.81,19.71,19.64,20.15,19.61,20.25,19.47,Barrios Unidos,4.6989,-74.07075
TS,2022,20.15,19.95,19.31,19.29,18.82,18.04,18.23,18.17,18.83,18.53,18.2,18.14,18.8,Barrios Unidos,4.6989,-74.07075
TS,2023,17.69,19.07,18.86,18.79,19.25,18.31,18.66,18.91,19.74,19.55,19.13,19.49,18.95,Barrios Unidos,4.6989,-74.07075
TS,2024,20.17,21.21,22.03,20.96,19.75,19.01,18.72,19.05,19.92,19.6,18.64,19.29,19.86,Barrios Unidos,4.6989,-74.07075
PS,2020,82.34,82.33,82.35,82.39,82.4,82.4,82.36,82.36,82.34,82.29,82.29,82.25,82.34,Barrios Unidos,4.6989,-74.07075
PS,2021,82.22,82.23,82.26,82.28,82.38,82.42,82.43,82.4,82.39,82.32,82.27,82.24,82.32,Barrios Unidos,4.6989,-74.07075
PS,2022,82.28,82.24,82.27,82.28,82.39,82.38,82.39,82.38,82.36,82.34,82.31,82.26,82.32,Barrios Unidos,4.6989,-74.07075
PS,2023,82.34,82.28,82.33,82.3,82.37,82.4,82.41,82.39,82.33,82.33,82.28,82.27,82.34,Barrios Unidos,4.6989,-74.07075
PS,2024,82.35,82.35,82.34,82.33,82.36,82.41,82.42,82.44,82.34,82.35,82.28,82.27,82.35,Barrios Unidos,4.6989,-74.07075
WD10M,2020,70.7,85.7,55.8,100.5,116.4,114.7,123.8,125.1,123.0,117.4,15.6,55.3,99.8,Barrios Unidos,4.6989,-74.07075
WD10M,2021,90.7,74.7,69.2,124.9,120.2,122.4,127.4,130.9,128.8,95.0,41.5,49.3,105.5,Barrios Unidos,4.6989,-74.07075
WD10M,2022,62.4,68.6,52.4,113.8,129.3,127.6,118.0,130.1,126.1,60.3,5.2,55.0,97.6,Barrios Unidos,4.6989,-74.07075
WD10M,2023,59.0,90.0,55.1,128.2,128.7,130.0,121.1,120.9,118.1,113.3,101.1,81.6,111.5,Barrios Unidos,4.6989,-74.07075
WD10M,2024,92.1,80.0,85.5,100.4,131.3,122.6,136.6,123.4,124.4,108.8,42.9,59.4,107.4,Barrios Unidos,4.6989,-74.07075
WD2M,2020,71.0,86.6,53.2,103.3,118.3,115.8,125.3,127.7,128.0,121.3,359.5,51.3,101.9,Barrios Unidos,4.6989,-74.07075
WD2M,2021,91.7,73.7,65.4,128.0,122.8,123.4,127.5,132.0,130.3,96.4,38.8,47.0,106.9,Barrios Unidos,4.6989,-74.07075
WD2M,2022,60.8,66.2,45.8,117.1,132.1,131.6,120.0,132.8,130.7,56.1,357.1,51.7,99.3,Barrios Unidos,4.6989,-74.07075
WD2M,2023,56.8,91.7,51.4,142.2,131.9,130.8,121.7,122.5,120.3,120.4,102.8,81.6,114.0,Barrios Unidos,4.6989,-74.07075
WD2M,2024,92.7,79.6,86.5,101.7,134.9,124.7,137.2,125.2,126.9,112.1,38.1,57.1,109.3,Barrios Unidos,4.6989,-74.07075
WS10M,2020,2.37,2.18,1.69,1.41,1.84,1.99,1.82,1.77,1.82,2.02,1.29,1.41,1.8,Barrios Unidos,4.6989,-74.07075
WS10M,2021,1.77,1.64,1.45,1.47,1.8,1.74,2.52,1.93,1.98,1.32,1.4,1.63,1.72,Barrios Unidos,4.6989,-74.07075
WS10M,2022,1.84,1.42,1.4,1.54,1.58,1.47,1.82,1.93,1.59,1.65,1.53,1.54,1.61,Barrios Unidos,4.6989,-74.07075
WS10M,2023,1.57,1.61,1.37,1.41,1.77,2.54,2.69,2.56,2.3,1.49,1.61,1.66,1.88,Barrios Unidos,4.6989,-74.07075
WS10M,2024,2.22,1.9,1.77,1.55,1.54,1.8,2.32,2.32,2.25,1.81,1.57,1.47,1.88,Barrios Unidos,4.6989,-74.07075
WS10M_MAX,2020,7.21,6.09,5.28,4.47,4.77,6.05,4.8,4.73,4.73,4.57,4.71,4.41,7.21,Barrios Unidos,4.6989,-74.07075
WS10M_MAX,2021,5.04,4.4,4.02,4.53,5.98,6.13,8.22,6.48,6.1,4.06,3.84,4.16,8.22,Barrios Unidos,4.6989,-74.07075
WS10M_MAX,2022,4.95,3.7,4.06,5.88,5.72,4.03,5.42,4.7,5.07,4.93,5.73,5.43,5.88,Barrios Unidos,4.6989,-74.07075
WS10M_MAX,2023,4.86,4.78,4.0,4.15,4.91,6.07,6.68,6.53,6.15,3.55,4.4,5.6,6.68,Barrios Unidos,4.6989,-74.07075
WS10M_MAX,2024,6.69,5.63,6.32,5.01,3.63,4.82,6.53,5.17,6.39,7.23,4.37,3.5,7.23,Barrios Unidos,4.6989,-74.07075
WS10M_MIN,2020,0.33,0.08,0.1,0.14,0.08,0.06,0.12,0.13,0.04,0.06,0.04,0.06,0.04,Barrios Unidos,4.6989,-74.07075
WS10M_MIN,2021,0.11,0.08,0.04,0.04,0.09,0.06,0.04,0.14,0.19,0.03,0.12,0.07,0.03,Barrios Unidos,4.6989,-74.07075
WS10M_MIN,2022,0.12,0.05,0.04,0.1,0.01,0.11,0.17,0.12,0.08,0.12,0.06,0.12,0.01,Barrios Unidos,4.6989,-74.07075
WS10M_MIN,2023,0.05,0.14,0.02,0.1,0.04,0.04,0.27,0.05,0.08,0.04,0.11,0.07,0.02,Barrios Unidos,4.6989,-74.07075
WS10M_MIN,2024,0.06,0.16,0.14,0.09,0.06,0.15,0.27,0.19,0.18,0.03,0.09,0.07,0.03,Barrios Unidos,4.6989,-74.07075
WS10M_RANGE,2020,2.37,2.25,2.47,1.93,2.06,2.42,2.18,2.08,2.13,2.08,1.94,2.08,2.17,Barrios Unidos,4.6989,-74.07075
WS10M_RANGE,2021,2.1,2.3,2.12,2.4,2.39,2.22,2.97,2.48,2.18,2.11,1.97,2.21,2.29,Barrios Unidos,4.6989,-74.07075
WS10M_RANGE,2022,2.23,2.13,2.14,2.42,2.44,1.93,2.17,2.27,2.13,2.18,2.17,2.25,2.21,Barrios Unidos,4.6989,-74.07075
WS10M_RANGE,2023,2.25,2.58,2.01,2.3,2.55,2.91,2.81,2.39,2.26,1.79,1.91,2.52,2.35,Barrios Unidos,4.6989,-74.07075
WS10M_RANGE,2024,2.2,2.27,2.44,2.1,2.09,2.28,2.87,2.4,2.48,2.21,2.11,1.92,2.28,Barrios Unidos,4.6989,-74.07075
WS2M,2020,1.5,1.36,1.05,0.89,1.14,1.24,1.13,1.12,1.13,1.27,0.81,0.87,1.13,Barrios Unidos,4.6989,-74.07075
WS2M,2021,1.07,1.04,0.93,0.94,1.18,1.1,1.64,1.26,1.28,0.86,0.9,1.04,1.1,Barrios Unidos,4.6989,-74.07075
WS2M,2022,1.18,0.9,0.89,0.99,0.99,0.91,1.14,1.22,1.01,1.06,0.97,0.94,1.02,Barrios Unidos,4.6989,-74.07075
WS2M,2023,0.97,0.99,0.87,0.9,1.12,1.61,1.72,1.59,1.43,0.91,0.99,1.03,1.18,Barrios Unidos,4.6989,-74.07075
WS2M,2024,1.36,1.21,1.16,0.98,0.97,1.13,1.5,1.47,1.44,1.14,0.98,0.91,1.19,Barrios Unidos,4.6989,-74.07075
WS2M_MAX,2020,5.13,4.34,3.84,3.29,3.4,4.26,3.44,3.46,3.4,3.35,3.44,3.21,5.13,Barrios Unidos,4.6989,-74.07075
WS2M_MAX,2021,3.6,3.32,2.97,3.32,4.31,4.37,5.73,4.66,4.4,3.02,2.78,3.09,5.73,Barrios Unidos,4.6989,-74.07075
WS2M_MAX,2022,3.73,2.76,2.98,4.3,4.04,2.95,3.9,3.41,3.71,3.58,4.05,3.95,4.3,Barrios Unidos,4.6989,-74.07075
WS2M_MAX,2023,3.57,3.42,2.96,3.04,3.47,4.28,4.76,4.68,4.36,2.63,3.07,3.99,4.76,Barrios Unidos,4.6989,-74.07075
